GID,Names,Female_Rate,Male_Rate,less_than_49,F49_74,beyond_74,smokrate,GDP,Health_Care_Quality,Health_care_Access,Public_Health,rank,female,male,Age_adjusted_LCM,wind,NO2,Temp,SO2,PM25,ozone,co,rank
37153,"Richmond County, NC",78.74,77.38,0,211.63,332.53,0.172,10,21,22,30,3,3,2,55.4,88.01174164,14.14824073,63.20203145,0.859133621,31.60375023,40.96840668,0.273186103,5
13215,"Muscogee County, GA",36.77,54.66,0,145.64,243.55,0.175,8,39,42,29,1,1,2,41.1,88.02694702,16.62003231,66.40164185,2.257942796,36.20175934,39.23927116,0.269550309,3
12095,"Orange County, FL",24.38,29.1,2.16,78.32,212.53,0.161,4,24,48,13,1,1,1,26.8,88.04951616,12.18192043,72.79621194,1.333634165,28.45441784,35.26605682,0.259725139,1
4003,"Cochise County, AZ",53.08,53.33,0,96.5,269.1,0.156,18,5,46,27,1,2,2,31,88.05297724,19.61349438,65.26222719,3.192682834,23.76954492,46.03132103,0.253048995,1
13185,"Lowndes County, GA",32.93,37.06,0,105.45,317.62,0.175,8,39,42,29,1,1,1,35.5,88.06847382,13.72332573,69.516922,2.806125879,31.50918961,36.02685928,0.267254725,2
13277,"Tift County, GA",47.71,55.89,0,154.6,0,0.175,8,39,42,29,1,1,2,42,88.08480835,14.3033638,68.63259125,3.017020822,33.56786346,37.15607452,0.272051141,3
1019,"Cherokee County, AL",90.43,92.84,0,154.18,0,0.209,27,35,38,47,3,3,3,57,88.09102885,17.48895502,62.28465017,3.871206045,34.11874135,41.77063065,0.269656003,5
13175,"Laurens County, GA",43.91,97.8,0,119.65,503.31,0.175,8,39,42,29,2,1,3,51,88.09315948,15.77499676,67.09818573,3.753417683,35.78187866,39.69366913,0.269424081,4
13275,"Thomas County, GA",51.2,114.22,0,202.3,284.01,0.175,8,39,42,29,3,2,3,57.7,88.14227104,13.85406232,69.42600441,1.773022503,32.96246529,35.8257103,0.262270287,5
37155,"Robeson County, NC",47.27,76.28,0,173.26,269.61,0.172,10,21,22,30,2,1,2,49.6,88.14735522,13.67433643,63.93642753,2.280891878,29.44155421,39.87346077,0.276897887,4
47045,"Dyer County, TN",83.16,94.87,0,216.6,438.44,0.226,16,15,35,43,3,3,3,64.8,88.18123474,16.40534248,59.1887001,25.10855026,29.48269577,39.44492493,0.259877837,5
47077,"Henderson County, TN",0,101.66,0,186.46,0,0.226,16,15,35,43,2,1,3,47,88.18290558,16.6651432,59.79415665,13.86990795,29.52799721,38.97242228,0.270897339,4
45075,"Orangeburg County, SC",50.03,59.69,0,119.81,222.97,0.188,25,33,27,39,1,2,2,37.9,88.19065762,13.57432151,66.04940796,2.234979361,32.6358552,36.92333889,0.265714955,2
13127,"Glynn County, GA",50.86,59.9,0,118.87,235,0.175,8,39,42,29,1,2,2,36.4,88.21631368,13.47999907,69.69615173,6.241663774,31.61638705,36.13593006,0.264691666,2
45047,"Greenwood County, SC",58.19,84.83,0,173.9,324.34,0.188,25,33,27,39,2,2,3,48.7,88.23126475,15.28727849,63.66530355,1.781661908,33.9771258,41.16139221,0.269126962,4
29069,"Dunklin County, MO",79.09,93.13,0,216.45,0,0.208,22,38,33,40,3,3,3,59.1,88.2492485,15.72065525,58.98247274,26.01598358,30.64500618,39.55848846,0.253962541,5
48423,"Smith County, TX",34.86,59.68,0,107.32,291.72,0.157,2,30,47,23,1,1,2,36.8,88.25252533,7.648217042,65.4162178,3.782030225,34.16122309,36.08746719,0.261222273,2
1015,"Calhoun County, AL",55.81,75.26,0,156.54,291.01,0.209,27,35,38,47,2,2,2,47.5,88.26572609,17.77855158,63.17255878,4.224840283,34.76229382,41.14782079,0.269503504,4
1083,"Limestone County, AL",26.28,60.67,0,132.91,0,0.209,27,35,38,47,1,1,2,34.1,88.28874016,17.23056602,61.47583008,6.036197066,30.51144075,40.06500053,0.259724002,2
36101,"Steuben County, NY",66.87,69.44,16.16,137.89,246.18,0.141,3,26,5,10,2,2,2,47.2,88.30751546,11.9876198,46.8057305,0.997017359,25.35434484,34.43004886,0.222321921,4
12073,"Leon County, FL",28.43,31.7,0,98.7,194.41,0.161,4,24,48,13,1,1,1,27.7,88.3828125,13.76191845,69.95122375,0.93887738,31.95821648,35.19585705,0.261590265,1
12027,"DeSoto County, FL",60.22,70.11,0,157.64,260.48,0.161,4,24,48,13,2,2,2,39.8,88.38474147,11.90899483,74.14917501,1.851980567,29.4714845,34.78499794,0.25754565,3
48085,"Collin County, TX",22.85,22.96,0,60.29,259.02,0.157,2,30,47,23,1,1,1,26,88.38588428,10.92351532,65.31493473,3.824433774,33.55741262,38.33140564,0.256978129,1
13115,"Floyd County, GA",61.01,69.2,0,168.66,306.49,0.175,8,39,42,29,2,2,2,50.2,88.41202927,17.55385685,62.24387932,3.427384377,34.82260227,42.05239773,0.269876815,4
22067,"Morehouse Parish, LA",0,109.14,0,208.2,0,0.231,26,42,29,45,3,1,3,55.8,88.42044525,11.19858297,65.63373108,5.290206337,35.57842026,36.44325562,0.293068093,5
29077,"Greene County, MO",43.14,57.58,0,117.58,311.41,0.208,22,38,33,40,1,1,2,40,88.42535019,13.2591877,56.92088763,6.147725264,29.96012847,38.25220362,0.237649128,3
48183,"Gregg County, TX",37.69,51.44,0,119.24,244.73,0.157,2,30,47,23,1,1,2,36.4,88.44338989,7.477860928,65.33719635,3.781424522,34.22169113,35.69971466,0.261192203,2
45033,"Dillon County, SC",0,117.83,0,262.39,0,0.188,25,33,27,39,3,1,3,60.1,88.45715141,13.9214859,64.46685982,2.624339342,29.55259085,38.4108429,0.27698008,5
37085,"Harnett County, NC",43.66,46.09,0,135.85,325.2,0.172,10,21,22,30,1,1,2,43.8,88.46999995,13.72294068,62.73942248,0.598897606,31.40799904,41.56378065,0.245493093,3
51800,"Suffolk city, VA",21.1,76.03,0,148.65,219.1,0.164,13,22,14,20,1,1,2,37.8,88.50364939,14.93766546,60.00945282,1.235779007,28.3365256,39.92974599,0.242419039,2
40143,"Tulsa County, OK",44.38,53.13,5.03,129.9,298.09,0.201,30,48,49,44,1,1,2,42.5,88.55232811,13.56089997,59.16209412,3.97006017,33.19125462,36.98767567,0.249415174,3
12127,"Volusia County, FL",67.73,87.84,7.26,133.02,313.28,0.161,4,24,48,13,2,3,3,43.5,88.55982895,12.88961067,72.14550781,1.494231904,29.77315922,35.03757053,0.263813433,3
47053,"Gibson County, TN",78.48,122.63,0,233.85,477.51,0.226,16,15,35,43,3,3,3,73.2,88.56128998,16.65846176,59.15040741,21.17866821,29.41730118,39.12157822,0.267669797,5
37025,"Cabarrus County, NC",27.96,34.1,0,83.89,231.28,0.172,10,21,22,30,1,1,1,29,88.58661397,14.4130818,62.09703954,0.229209607,33.6535581,43.20968755,0.259358371,1
12035,"Flagler County, FL",77.04,90.3,0,128.76,296.87,0.161,4,24,48,13,3,3,3,37.1,88.61805153,13.53368721,71.77041817,1.770340532,30.1411581,34.97400411,0.264121066,2
12109,"St. Johns County, FL",38.31,49.63,0,88.89,240.83,0.161,4,24,48,13,1,1,2,28.1,88.6551501,13.98772964,71.25562414,2.21465083,30.4475797,35.20158895,0.26469562,1
40123,"Pontotoc County, OK",0,64.41,0,160.73,0,0.201,30,48,49,44,1,1,2,40.9,88.65828578,12.18661919,61.80688604,4.252477805,34.17582575,39.20059395,0.255007928,3
48139,"Ellis County, TX",35.28,48.2,0,98.08,412.82,0.157,2,30,47,23,1,1,2,41.6,88.68276324,10.62965407,65.6702325,3.676303557,33.54259763,37.42695291,0.25673564,3
47017,"Carroll County, TN",126.96,88.31,0,309.42,0,0.226,16,15,35,43,3,3,3,66.4,88.69742584,16.68134054,59.24108632,17.02926318,29.38613002,39.0354023,0.270815015,5
13069,"Coffee County, GA",0,98.98,0,253.11,0,0.175,8,39,42,29,2,1,3,61.7,88.70088959,14.34736029,68.5654068,4.211489677,31.36162821,37.34403992,0.277603,5
20099,"Labette County, KS",0,0,0,153.05,203.5,0.174,33,47,25,37,3,1,1,70.3,88.71052933,13.52984929,57.70298481,4.856818855,31.50526667,36.90159225,0.219689168,5
48347,"Nacogdoches County, TX",47.29,44.63,0,144.38,0,0.157,2,30,47,23,1,1,1,41,88.71453603,8.176959674,66.67301559,3.788977424,34.38114039,34.97328758,0.261288608,3
48121,"Denton County, TX",20.4,18.57,0,66.98,177.4,0.157,2,30,47,23,1,1,1,22.2,88.72015381,11.9430933,64.87879944,3.662629392,33.31477865,39.44124519,0.253662917,1
45041,"Florence County, SC",42.05,71.23,0,128.81,318.54,0.188,25,33,27,39,1,1,2,42.5,88.74289576,13.74301672,65.02173869,2.18418473,30.44391537,37.27969971,0.265986568,3
37167,"Stanly County, NC",50.87,54.22,0,120.96,235.25,0.172,10,21,22,30,1,2,2,36.1,88.76329041,14.23308873,62.31324387,0.333434958,33.12406254,42.76018333,0.26061336,2
37047,"Columbus County, NC",64.38,112.53,0,195.9,394.85,0.172,10,21,22,30,3,2,3,56.8,88.79624939,13.68802166,64.72644806,5.520584038,26.82754435,38.29630025,0.277148604,5
13009,"Baldwin County, GA",63.2,48.38,0,136.61,340.37,0.175,8,39,42,29,1,2,2,45,88.80799484,15.97118473,65.73421097,2.572270274,36.69430733,41.25111389,0.269848764,4
40109,"Oklahoma County, OK",44.96,54.56,4.56,127.38,364.37,0.201,30,48,49,44,1,1,2,45.8,88.82918421,13.92310079,60.37688192,4.297505458,34.97264417,39.10605748,0.263272161,4
47099,"Lawrence County, TN",44.69,91.88,0,107.3,473.51,0.226,16,15,35,43,2,1,3,52.1,88.85163116,17.14586592,60.81273937,7.784980774,29.02634096,39.28077952,0.258237143,5
28151,"Washington County, MS",92.98,98.78,0,261.63,477.06,0.222,36,50,45,46,3,3,3,71.8,88.92173258,12.92383416,65.22378159,5.962435404,35.77588145,37.11194763,0.27193749,5
12015,"Charlotte County, FL",87.74,99.96,0,117.57,224.95,0.161,4,24,48,13,3,3,3,37.3,88.95523834,11.91259022,74.40890198,1.532990742,29.51900978,34.53960724,0.257453907,2
37019,"Brunswick County, NC",58.94,85.09,0,106.59,235.29,0.172,10,21,22,30,2,2,3,33.6,88.99912834,13.66570199,65.16796303,7.979341745,24.57607102,38.29173088,0.277254492,2
37125,"Moore County, NC",42.21,79.98,0,133.16,210.54,0.172,10,21,22,30,2,1,2,35.2,89.0761795,13.39375763,62.59224167,0.597848094,31.66845436,41.88836441,0.257566911,2
29091,"Howell County, MO",72.86,92.17,0,180.29,373.89,0.208,22,38,33,40,3,3,3,53.9,89.07870144,14.04893896,57.55696742,10.15193335,30.59764587,39.07999166,0.238870447,5
40125,"Pottawatomie County, OK",71.61,94.59,0,201.23,475.91,0.201,30,48,49,44,3,3,3,64.5,89.09288243,13.1545451,60.76504844,4.239408834,34.9535735,38.93725858,0.2606781,5
29167,"Polk County, MO",91.91,63.18,0,255.45,0,0.208,22,38,33,40,2,3,2,52.9,89.09311829,13.68765545,56.34430466,5.79796505,29.92056046,38.30660095,0.236786789,5
51550,"Chesapeake city, VA",34.35,45.96,0,96.59,321.67,0.164,13,22,14,20,1,1,1,37,89.11718559,15.58372164,60.08344269,1.169148088,28.93701077,39.72239304,0.254215583,2
12117,"Seminole County, FL",40.63,41.2,4.47,82.52,292.31,0.161,4,24,48,13,1,1,1,33.6,89.1619873,12.29165999,72.56425476,1.076734662,28.47240162,35.10341072,0.263496488,2
37071,"Gaston County, NC",57.68,81.2,0,183.64,373.64,0.172,10,21,22,30,2,2,2,53.1,89.18636703,14.65764856,62.16532898,0.124122802,32.83426285,43.53937149,0.262738049,5
37069,"Franklin County, NC",42.65,63.74,0,130.42,280.96,0.172,10,21,22,30,1,1,2,38.8,89.19407463,14.47395182,61.01551056,1.521527171,30.92527199,41.73013496,0.22062178,3
13245,"Richmond County, GA",34.52,61.08,0,122.62,313.78,0.175,8,39,42,29,1,1,2,42.5,89.29502487,15.06616831,65.51459885,6.803690434,39.04221153,40.01439095,0.268628106,3
40147,"Washington County, OK",72.03,123.26,0,187.31,480.17,0.201,30,48,49,44,3,3,3,66.9,89.29675039,13.76707935,58.44379934,2.666791439,32.38627243,37.15152359,0.24685662,5
48073,"Cherokee County, TX",73.58,44.74,0,143.75,304.49,0.157,2,30,47,23,2,3,1,44.2,89.3070009,8.108827008,66.0992474,3.769898547,34.2675883,35.69807265,0.261289272,4
37105,"Lee County, NC",31.61,63.04,0,139.39,0,0.172,10,21,22,30,1,1,2,35.1,89.32118225,13.3249836,62.43662262,0.560830414,31.7185154,42.09828186,0.255103648,2
48217,"Hill County, TX",0,109.84,0,138,359.07,0.157,2,30,47,23,2,1,3,53.1,89.35530853,10.8092229,66.01637522,3.671905239,33.86919085,37.70074953,0.251182122,5
37183,"Wake County, NC",23.12,24.04,1.41,65.43,220.2,0.172,10,21,22,30,1,1,1,24.8,89.37168448,14.24310652,61.70842525,0.7083452,32.45462063,41.74843924,0.222430706,1
47101,"Lewis County, TN",0,216.49,0,358.96,0,0.226,16,15,35,43,3,1,3,103.9,89.4791921,17.09442457,59.82325999,9.36851724,28.67982292,39.69196065,0.26540032,5
1089,"Madison County, AL",32.01,55.38,0,104.49,265.98,0.209,27,35,38,47,1,1,2,35.3,89.48594666,17.23367653,61.43197708,5.238795185,30.99124565,40.69262238,0.264244288,2
40037,"Creek County, OK",94.12,93.23,0,229.69,450.05,0.201,30,48,49,44,3,3,3,65.8,89.52449646,13.52943172,59.64923935,3.952047443,33.76128769,37.67350388,0.259005538,5
47131,"Obion County, TN",103.05,75.64,0,206.99,372.02,0.226,16,15,35,43,3,3,2,57.3,89.52793503,16.84153271,58.51681709,30.34675026,29.65956879,39.36349614,0.265491605,5
28163,"Yazoo County, MS",92.15,67.59,0,277.93,0,0.222,36,50,45,46,2,3,2,71.3,89.59730094,13.14122323,66.06913321,4.932983943,35.96781049,36.5787665,0.267461151,5
12097,"Osceola County, FL",32.6,43.64,4.58,114.73,235.74,0.161,4,24,48,13,1,1,1,35.5,89.61027908,12.11902582,73.29196358,1.990058139,28.7961762,35.15537405,0.259293728,2
47183,"Weakley County, TN",70.38,61.44,0,0,469.82,0.226,16,15,35,43,2,3,2,48.2,89.65042496,17.07511282,58.50066185,23.72508574,29.32954264,39.28454876,0.270529039,4
13031,"Bulloch County, GA",0,38.42,0,80.09,280.5,0.175,8,39,42,29,1,1,1,29.7,89.66573944,14.31494061,67.65878448,6.164165306,34.7281189,37.70355797,0.268745556,1
47055,"Giles County, TN",65.99,76.87,0,188.44,0,0.226,16,15,35,43,2,2,2,44,89.70449575,17.10594668,60.79719353,6.523812056,29.41797098,39.90155411,0.258464908,4
53073,"Whatcom County, WA",34.49,33.55,0,69.54,246.15,0.135,11,17,11,9,1,1,1,26,89.72274367,0,49.42831151,4.085763375,24.10242661,30.63199881,0,1
20125,"Montgomery County, KS",0,0,68.68,75.89,139.17,0.174,33,47,25,37,2,1,1,47,89.73127747,13.76477265,57.8051548,2.418968081,31.67843533,36.79201221,0.219730321,4
29143,"New Madrid County, MO",112.8,133.97,0,432.11,0,0.208,22,38,33,40,3,3,3,76.6,89.77590179,16.54981346,58.02197495,39.81290894,30.12746811,39.64992205,0.247262662,5
29023,"Butler County, MO",73.22,92.12,0,213.24,360.91,0.208,22,38,33,40,3,3,3,54.2,89.82951355,15.30757005,57.84085655,24.9381326,30.52190367,39.45864232,0.234754041,5
45067,"Marion County, SC",66.23,92.54,0,120.64,501.88,0.188,25,33,27,39,3,2,3,57,89.86643982,13.81150579,65.09938812,3.265892386,29.32805824,37.2087841,0.276600257,5
1049,"DeKalb County, AL",55.65,87.13,0,172.09,373.35,0.209,27,35,38,47,2,2,3,52.6,90.01664298,17.49248981,61.74631173,3.896657194,32.93500137,41.21016947,0.266857932,5
51810,"Virginia Beach city, VA",37.95,46.66,0,100.98,310.65,0.164,13,22,14,20,1,1,2,36.6,90.02227402,16.14086246,60.20129108,1.003596187,28.92641497,39.46850109,0.268709451,2
45059,"Laurens County, SC",45.84,107.4,0,177.56,341.56,0.188,25,33,27,39,2,1,3,52.4,90.0260437,15.23753014,63.05461884,0.738728517,32.71218185,41.71098518,0.263877742,5
48439,"Tarrant County, TX",30.43,33.37,2.17,99.23,259.23,0.157,2,30,47,23,1,1,1,33.4,90.03282293,12.48109706,65.34918086,3.431685289,33.9424146,38.81600316,0.248979827,2
40121,"Pittsburg County, OK",79.32,67.5,0,132.25,401.3,0.201,30,48,49,44,2,3,2,49.8,90.06069794,11.78155308,61.34945755,3.872524643,33.40836868,37.5339119,0.257874531,4
29105,"Laclede County, MO",82.72,79.59,0,232.8,0,0.208,22,38,33,40,3,3,2,55.6,90.18524742,14.28927819,56.14994144,6.732792199,29.92516589,38.80686733,0.244521171,5
53029,"Island County, WA",51.47,42.45,0,79.81,216.01,0.135,11,17,11,9,1,2,1,28.3,90.22237091,19.47237816,49.97535477,4.057469654,24.11885719,30.29044762,0.234359577,1
47079,"Henry County, TN",72.1,108.27,0,183.09,308.17,0.226,16,15,35,43,3,3,3,52.5,90.24515533,16.99018822,58.25046997,18.72127991,29.4621254,39.31096713,0.267772431,5
42117,"Tioga County, PA",73.37,59.56,0,132.71,269.61,0.187,6,10,6,25,2,3,2,39.9,90.26860619,10.78910605,47.55816523,1.203954493,26.52976592,34.48822753,0.228370078,3
51700,"Newport News city, VA",34.48,42.81,0,115.96,246.45,0.164,13,22,14,20,1,1,1,35.5,90.33517456,15.01922321,59.38281059,0.823602349,28.76057816,39.78125572,0.254123628,2
40135,"Sequoyah County, OK",52.23,73.15,0,138.01,365.3,0.201,30,48,49,44,2,2,2,42.9,90.39018141,11.93241583,60.05161721,3.783597946,32.45170975,36.27847767,0.258951031,3
48221,"Hood County, TX",60.13,96.53,0,120.89,364.91,0.157,2,30,47,23,2,2,3,44.2,90.44601695,12.01012421,65.58918508,3.129335165,33.72045008,38.6809454,0.24898687,4
51710,"Norfolk city, VA",37.87,41.88,0,135.82,326.44,0.164,13,22,14,20,1,1,1,42.4,90.50740051,15.63883972,59.73719788,0.822492361,28.82545662,39.52791595,0.254202724,3
37037,"Chatham County, NC",33.46,33.69,0,59.85,136.27,0.172,10,21,22,30,1,1,1,18.4,90.52277501,13.68794791,61.72074636,0.63708131,32.07354355,42.48230489,0.225636475,1
40021,"Cherokee County, OK",72.2,88.51,0,193.39,442.48,0.201,30,48,49,44,3,3,3,63.8,90.52642059,12.56506634,59.44065984,4.022865931,32.5764459,36.4496073,0.254886459,5
40113,"Osage County, OK",59.85,42.42,0,0,338.82,0.201,30,48,49,44,1,2,1,33.7,90.53081614,13.81520827,58.63218333,2.916965707,32.54405518,37.21677526,0.249514974,2
12055,"Highlands County, FL",92.01,80.95,0,141.04,225.24,0.161,4,24,48,13,3,3,2,34.6,90.54566097,12.00711823,73.99083805,2.1654571,29.3011508,34.8386054,0.257723216,2
37181,"Vance County, NC",0,96.25,0,117.09,343.35,0.172,10,21,22,30,2,1,3,38.7,90.59015656,14.6282897,60.69091988,2.08799988,30.88219547,42.13449097,0.217876725,3
53057,"Skagit County, WA",39.83,68.82,0,95.91,294.35,0.135,11,17,11,9,1,1,2,35.3,90.59958335,0,49.87421597,4.068697621,24.65203667,30.74507298,0,2
51053,"Dinwiddie County, VA",75.61,92.88,0,225.28,0,0.164,13,22,14,20,3,3,3,56.1,90.63987885,14.85861325,58.85398636,1.11481303,28.76819916,40.24634628,0.242218065,5
12009,"Brevard County, FL",63.73,77.11,6.16,110.86,304.6,0.161,4,24,48,13,2,2,2,39.2,90.71596103,12.25466432,72.96257358,1.410080804,28.4685794,34.80954276,0.263338268,3
13103,"Effingham County, GA",0,59.55,0,118.88,0,0.175,8,39,42,29,1,1,2,37.8,90.74975395,14.13058408,67.90649796,6.146644831,34.15391731,36.96025276,0.268563196,2
13051,"Chatham County, GA",33.92,53.21,4.81,101.93,273.93,0.175,8,39,42,29,1,1,2,36.3,90.75827179,13.49924183,68.82470245,6.811819935,33.56303635,36.26182175,0.270633936,2
47119,"Maury County, TN",50.18,55.84,0,130.84,352.53,0.226,16,15,35,43,1,2,2,41.4,90.75857162,17.15505171,59.64903323,7.135713021,28.35446072,39.96487427,0.264440084,3
29029,"Camden County, MO",60.03,87.02,0,144.29,0,0.208,22,38,33,40,2,2,3,34,90.81500816,15.04220963,55.41066933,5.937939405,29.94648647,38.68184357,0.246255866,2
49053,"Washington County, UT",21.23,35.2,0,41.77,181.22,0.089,29,2,12,15,1,1,1,17.6,90.81913528,16.95198975,60.79837551,4.348466659,21.944314,44.97902439,0.265198275,1
45021,"Cherokee County, SC",61.13,93.34,0,207.78,390.32,0.188,25,33,27,39,2,2,3,57.1,90.82850838,14.94309282,62.2759428,0.158611,31.67771006,43.24235249,0.270398572,5
45051,"Horry County, SC",54.93,74.02,0,115.56,280.77,0.188,25,33,27,39,2,2,2,36.7,90.91521539,13.85156572,65.42174784,4.742948559,27.93518363,36.88685837,0.274342099,2
27139,"Scott County, MN",25.4,36.39,0,65.89,375.71,0.145,20,25,21,8,1,1,1,35,90.91569366,15.064534,36.4533577,1.422199583,27.94410706,33.97710037,0.252691913,2
51199,"York County, VA",34.52,44.75,0,81.81,263.32,0.164,13,22,14,20,1,1,1,30.7,90.91694641,15.2068696,59.08360481,0.845588207,28.37872124,0,0,1
29207,"Stoddard County, MO",101.62,0,0,204.97,0,0.208,22,38,33,40,3,3,1,48.8,90.92209244,16.27032836,57.4421037,31.61148453,30.22039223,39.81202011,0.233533219,4
51095,"James City County, VA",50.58,54.08,0,86.76,239.13,0.164,13,22,14,20,1,2,2,26.9,90.9768219,15.00322247,58.69972992,0.843843102,28.28642082,39.41986847,0.254004091,1
37151,"Randolph County, NC",57.68,83.27,0,139.68,403.26,0.172,10,21,22,30,2,2,2,51.4,91.0621109,13.50237195,61.60059929,0.586758887,32.27677949,43.14724286,0.252280677,4
12071,"Lee County, FL",56.45,69.97,3.89,102.02,225.62,0.161,4,24,48,13,2,2,2,31,91.07031727,12.15014136,74.69635105,1.450611174,29.85171747,34.29049216,0.257404957,1
27053,"Hennepin County, MN",29.57,33.51,1.41,70.92,261.14,0.145,20,25,21,8,1,1,1,27.7,91.08701782,15.8761013,35.00378036,1.40436306,28.26469383,33.85246964,0.258434945,1
51117,"Mecklenburg County, VA",95.61,73.83,0,125.58,356.19,0.164,13,22,14,20,3,3,2,48.5,91.09553201,14.47988864,59.91294588,2.192158427,30.069067,41.65067673,0.219475474,4
53035,"Kitsap County, WA",45.97,42.51,0,95.64,279.11,0.135,11,17,11,9,1,1,1,32.2,91.11662165,19.88597107,50.5642395,4.046228806,23.83834648,30.4731823,0.234435025,2
27037,"Dakota County, MN",34.52,27.86,0,64.23,251.09,0.145,20,25,21,8,1,1,1,27.7,91.12814026,14.86600463,35.73106384,1.414520812,29.45412941,34.15982342,0.259070933,1
51041,"Chesterfield County, VA",41.56,40.02,3.97,89.98,306.21,0.164,13,22,14,20,1,1,1,35.4,91.14554024,14.84563478,58.13432503,0.974545956,28.40908003,39.67917538,0.242151976,2
40111,"Okmulgee County, OK",51.29,100.17,0,183.62,309.02,0.201,30,48,49,44,2,2,3,53.5,91.16175406,13.0606684,59.95689338,3.85645863,33.58174406,37.34212003,0.258469156,5
37159,"Rowan County, NC",52.83,64.14,0,117.85,350.54,0.172,10,21,22,30,2,2,2,43.2,91.16275597,14.30200005,61.39153099,0.392595172,33.74961948,43.15560532,0.253755644,3
26033,"Chippewa County, MI",90.12,48.3,0,121.01,469.01,0.193,14,11,15,36,2,3,2,46.5,91.16584259,15.11114065,20.65060875,3.047142181,31.4467614,35.69818008,0.254600262,4
47043,"Dickson County, TN",91.02,90.63,0,163.77,747.51,0.226,16,15,35,43,3,3,3,72.8,91.19416809,17.6585145,58.51313114,8.874140501,29.41542339,39.69346523,0.255298801,5
29083,"Henry County, MO",108.27,0,0,247.04,0,0.208,22,38,33,40,3,3,1,54.4,91.25681432,14.71734174,55.38861148,5.487922907,29.73451424,38.01183383,0.243472191,5
48401,"Rusk County, TX",0,54.73,0,88.65,340.49,0.157,2,30,47,23,1,1,2,36.3,91.32054356,7.806744031,66.01277815,3.810611963,34.24634933,35.37352816,0.261231259,2
29161,"Phelps County, MO",51.67,51.54,0,102.36,327.38,0.208,22,38,33,40,1,2,2,40.4,91.32478333,15.16469803,55.49444866,7.263713717,30.13896656,39.28010686,0.245791127,3
29015,"Benton County, MO",113.44,153.91,0,254.96,0,0.208,22,38,33,40,3,3,3,62.5,91.33352852,15.36666846,55.11538506,5.689184546,29.91686726,38.28272552,0.248921174,5
35025,"Lea County, NM",37.66,0,0,89.44,0,0.175,37,32,43,31,1,1,1,30.1,91.3710556,14.49338064,63.33510296,3.099193362,29.25938496,44.27985558,0.272545262,1
28149,"Warren County, MS",61.7,101.79,0,186.34,0,0.222,36,50,45,46,2,2,3,42.8,91.38805008,11.91689062,66.81983757,5.090954304,36.31598377,36.19911194,0.279885709,3
8085,"Montrose County, CO",1008.43,1074.09,112.63,939.63,5902.3,0.146,15,8,28,11,3,3,3,28.7,91.3905674,17.01572285,52.82714939,5.111157203,21.46985044,44.1913826,0.245327168,1
53033,"King County, WA",24.01,23.76,1.37,59.55,204.77,0.135,11,17,11,9,1,1,1,22.6,91.42344729,20.29504593,51.05974436,4.04360493,26.98583921,31.36687553,0.234577672,1
37109,"Lincoln County, NC",80.72,56.14,0,154.1,355.15,0.172,10,21,22,30,2,3,2,48.1,91.46396891,14.55180136,61.73945872,0.212963169,32.49980545,43.82574081,0.261779457,4
13293,"Upson County, GA",101.13,88.16,0,302.57,0,0.175,8,39,42,29,3,3,3,63.2,91.4683609,16.59549332,65.67874146,1.296515226,36.15509033,40.68790627,0.267561972,5
13237,"Putnam County, GA",0,139.48,0,174.93,0,0.175,8,39,42,29,3,1,3,52.3,91.50060654,16.08109474,64.98111343,1.876216918,36.99266052,41.65164089,0.270182699,5
40145,"Wagoner County, OK",48.65,52.26,0,127.34,256.36,0.201,30,48,49,44,1,1,2,38.7,91.50843811,13.02087498,59.46556187,4.015690088,32.98106003,36.67583466,0.252924889,3
37077,"Granville County, NC",50.42,65.16,0,97.59,424.33,0.172,10,21,22,30,2,2,2,44.6,91.51837921,14.61090899,60.73527718,2.409026861,31.14749813,42.58222961,0.217848293,4
37063,"Durham County, NC",25.59,31.94,0,62.04,295.64,0.172,10,21,22,30,1,1,1,28.4,91.51846695,14.32454967,61.10697937,1.475592822,31.80319214,42.50956917,0.222871967,1
27019,"Carver County, MN",0,36.4,0,58.37,246.21,0.145,20,25,21,8,1,1,1,27.5,91.53801473,15.1136802,36.27630488,1.401929061,26.50314077,33.98335775,0.252671202,1
53061,"Snohomish County, WA",37.86,39.98,0,96.92,289.49,0.135,11,17,11,9,1,1,1,35.1,91.56357751,19.62175451,50.3496305,4.055885058,26.15133315,31.05401289,0.234426713,2
40083,"Logan County, OK",0,54.56,0,86.32,0,0.201,30,48,49,44,1,1,2,33,91.66269836,13.94199352,59.83949585,3.378022718,34.07993851,38.61628876,0.268586135,2
29201,"Scott County, MO",65.98,53.83,0,141.92,0,0.208,22,38,33,40,2,2,2,43.1,91.66354879,16.23202546,57.09841919,30.35716756,30.3118693,39.83877277,0.237476036,3
35017,"Grant County, NM",72.93,112.9,0,119.59,425.14,0.175,37,32,43,31,3,3,3,46.5,91.67092157,19.71900733,63.1422716,3.106975486,25.31567112,46.05892822,0.253948367,4
47117,"Marshall County, TN",0,95.05,0,196.56,0,0.226,16,15,35,43,2,1,3,52.7,91.6751442,17.16254934,59.72519875,5.618929148,29.1870842,40.23747444,0.26218307,5
40119,"Payne County, OK",54.97,67.05,0,182.32,520.72,0.201,30,48,49,44,2,2,2,61.3,91.67559179,13.8002224,59.47726568,4.349538088,33.87318738,38.04530907,0.261820098,5
